certificate_no,customer_no,customer_name,city,state,customer_type
82-R-0001,1078,IDAHO STATE UNIVERSITY,POCATELLO,ID,RESEARCH FACILITY
82-R-0002,1079,REGENTS OF THE UNIVERSITY OF IDAHO,MOSCOW,ID,RESEARCH FACILITY
82-R-0008,1692,COLLEGE OF SOUTHERN IDAHO,TWIN FALLS,ID,RESEARCH FACILITY
82-R-0011,478,NORTHEASTERN WILDLIFE INC.,HARRISON,ID,RESEARCH FACILITY
82-R-0012,321624,BROWN MACKIE COLLEGE - VET TECH PROGRAM,BOISE,ID,RESEARCH FACILITY
82-R-0014,326621,BOISE STATE UNIVERSITY,BOISE,ID,RESEARCH FACILITY
33-R-0001,810,ILLINOIS WESLEYAN UNIVERSITY,BLOOMINGTON,IL,RESEARCH FACILITY
33-R-0003,602,ILLINOIS STATE UNIVERSITY,NORMAL,IL,RESEARCH FACILITY
33-R-0008,694,I I T RESEARCH INSTITUTE,CHICAGO,IL,RESEARCH FACILITY
33-R-0010,596,MIDWESTERN UNIVERSITY,DOWNERS GROVE,IL,RESEARCH FACILITY
33-R-0013,597,NORTHSHORE UNIVERSITY HEALTHSYSTEM,EVANSTON,IL,RESEARCH FACILITY
33-R-0014,598,SOUTHERN ILLINOIS UNIVERSITY,CARBONDALE,IL,RESEARCH FACILITY
33-R-0018,599,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,IL,RESEARCH FACILITY
33-R-0022,581,RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,RESEARCH FACILITY
33-R-0024,583,LOYOLA UNIVERSITY CHICAGO,MAYWOOD,IL,RESEARCH FACILITY
33-R-0025,584,ABBOTT LABORATORIES,ABBOTT PARK,IL,RESEARCH FACILITY
33-R-0027,585,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE & SCIENCE,NORTH CHICAGO,IL,RESEARCH FACILITY
33-R-0029,603,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,URBANA,IL,RESEARCH FACILITY
33-R-0067,575,NORTHERN ILLINOIS UNIVERSITY,DE KALB,IL,RESEARCH FACILITY
33-R-0088,572,WHEATON COLLEGE,WHEATON,IL,RESEARCH FACILITY
33-R-0090,573,"TOX MONITOR LABORATORIES, INC.",OAK PARK,IL,RESEARCH FACILITY
33-R-0100,571,PARKLAND COLLEGE,CHAMPAIGN,IL,RESEARCH FACILITY
33-R-0103,565,KENNELWOOD INC,CHAMPAIGN,IL,RESEARCH FACILITY
33-R-0104,566,UNIVERSITY OF ILLINOIS AT CHICAGO,ROCKFORD,IL,RESEARCH FACILITY
33-R-0113,707,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,SPRINGFIELD,IL,RESEARCH FACILITY
33-R-0126,9971,JOLIET JUNIOR COLLEGE,JOLIET,IL,RESEARCH FACILITY
33-R-0129,580,NORTHWESTERN UNIVERSITY,CHICAGO,IL,RESEARCH FACILITY
33-R-0132,24236,AMERICAN VETERINARY MEDICAL ASSOCIATION,SCHAUMBURG,IL,RESEARCH FACILITY
33-R-0137,37323,EASTERN ILLINOIS UNIVERSITY,CHARLESTON,IL,RESEARCH FACILITY
33-R-0138,38359,VET TECH INSTITUTE @ FOX COLLEGE,TINLEY PARK,IL,RESEARCH FACILITY
33-R-0143,321877,EXPERIMUR LLC,CHICAGO,IL,RESEARCH FACILITY
33-R-0144,321969,SOUTHERN ILLINOIS COLLEGIATE COMMON MARKET,HERRIN,IL,RESEARCH FACILITY
33-R-0150,568,"PHARMICHEM TESTING SERVICES, INC.",TINLEY PARK,IL,RESEARCH FACILITY
33-R-0151,577,THE UNIVERSITY OF CHICAGO,CHICAGO,IL,RESEARCH FACILITY
33-R-0152,328983,ABBVIE,NORTH CHICAGO,IL,RESEARCH FACILITY
33-R-0153,331179,NEW MEDIA ARTS TRAINING CENTER,ROCKFORD,IL,RESEARCH FACILITY
33-R-0155,333882,CLOWDER CONCEPTS LLC,SAINT JOSEPH,IL,RESEARCH FACILITY
32-R-0002,799,INDIANA UNIVERSITY AT BLOOMINGTON,BLOOMINGTON,IN,RESEARCH FACILITY
32-R-0007,779,PURDUE UNIVERSITY,WEST LAFAYETTE,IN,RESEARCH FACILITY
32-R-0009,782,METHODIST RESEARCH INSTITUTE INDIANA UNIV HEALTH,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0015,788,INDIANA UNIV -PURDUE UNIV-INDIANAPOLIS,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0016,776,UNIVERSITY OF NOTRE DAME,NOTRE DAME,IN,RESEARCH FACILITY
32-R-0018,789,INDIANA UNIVERSITY SCHOOL OF DENTISTRY,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0019,778,INDIANA STATE UNIVERSITY,TERRE HAUTE,IN,RESEARCH FACILITY
32-R-0020,784,BIOANALYTICAL SYSTEMS INC,MOUNT VERNON,IN,RESEARCH FACILITY
32-R-0025,798,INDIANA UNIVERSITY SCHOOL OF MEDICINE,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0027,803,INDIANA UNIVERSITY-SOUTHEAST,NEW ALBANY,IN,RESEARCH FACILITY
32-R-0035,765,ENVIGO R M S INC,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0041,17782,NORTHWEST CENTER FOR MEDICAL EDUCATION,GARY,IN,RESEARCH FACILITY
32-R-0046,40812,HARRISON COLLEGE,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0047,44846,BROWN MACKIE COLLEGE MICHIGAN CITY,MICHIGAN CITY,IN,RESEARCH FACILITY
32-R-0049,45460,BROWN MACKIE COLLEGE,SOUTH BEND,IN,RESEARCH FACILITY
32-R-0051,323929,MICHIANA COLLEGE EDUCATION CORPORATION,FT WAYNE,IN,RESEARCH FACILITY
32-R-0053,332834,ELANCO ANIMAL HEALTH,GREENFIELD,IN,RESEARCH FACILITY
32-R-0054,332314,AVOGADRO LS INC,TERRE HAUTE,IN,RESEARCH FACILITY
48-R-0001,1494,KANSAS STATE UNIVERSITY,MANHATTAN,KS,RESEARCH FACILITY
48-R-0002,1459,UNIVERSITY OF KANSAS,LAWRENCE,KS,RESEARCH FACILITY
48-R-0014,1446,WICHITA STATE UNIVERSITY,WICHITA,KS,RESEARCH FACILITY
48-R-0015,1437,EMPORIA STATE UNIVERSITY,EMPORIA,KS,RESEARCH FACILITY
48-R-0025,1424,COLBY COMMUNITY COLLEGE,COLBY,KS,RESEARCH FACILITY
48-R-0035,1390,"JERRY NELSON, JO ANN NELSON",SOLDIER,KS,RESEARCH FACILITY
48-R-0039,1420,HILL'S PET NUTRITION CENTER,TOPEKA,KS,RESEARCH FACILITY
48-R-0111,321342,CITOXLAB USA LLC,STILWELL,KS,RESEARCH FACILITY
48-R-0112,44827,ADVANSTAR COMMUNICATIONS INC.,LENEXA,KS,RESEARCH FACILITY
48-R-0114,323240,BROWN MACKIE COLLEGE - SALINA,SALINA,KS,RESEARCH FACILITY
48-R-0115,322937,I C C VETERINARY TECHNOLOGY PROGRAM,INDEPENDENCE,KS,RESEARCH FACILITY
48-R-0116,333952,VETERINARY AND BIOMEDICAL RESEARCH CENTER INC.,MANHATTAN,KS,RESEARCH FACILITY
48-R-0117,335743,WICHITA STATE UNIVERSITY CAMPUS OF APPLIED SCIENCE,WICHITA,KS,RESEARCH FACILITY
61-R-0001,897,UNIVERSITY OF LOUISVILLE,LOUISVILLE,KY,RESEARCH FACILITY
61-R-0002,898,UNIVERSITY OF KENTUCKY,LEXINGTON,KY,RESEARCH FACILITY
61-R-0004,888,MOREHEAD STATE UNIVERSITY,MOREHEAD,KY,RESEARCH FACILITY
61-R-0008,860,MURRAY STATE UNIVERSITY,MURRAY,KY,RESEARCH FACILITY
61-R-0111,329595,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,OWENSBORO,KY,RESEARCH FACILITY
61-R-0112,330468,KENTUCKY STATE UNIVERSITY,FRANKFORT,KY,RESEARCH FACILITY
61-R-0113,44211,BROWN MACKIE COLLEGE LOUISVILLE INC,LOUISVILLE,KY,RESEARCH FACILITY
72-R-0001,1388,OCHSNER CLINIC FOUNDATION,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0002,1467,TULANE UNIVERSITY,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0003,1484,LOUISIANA STATE UNIVERSITY SYSTEM,BATON ROUGE,LA,RESEARCH FACILITY
72-R-0007,1451,UNIVERSITY OF LOUISIANA AT LAFAYETTE,LAFAYETTE,LA,RESEARCH FACILITY
72-R-0008,1396,NORTHWESTERN STATE UNIVERSITY,NATCHITOCHES,LA,RESEARCH FACILITY
72-R-0009,1393,THE UNIVERSITY OF LOUISIANA-MONROE,MONROE,LA,RESEARCH FACILITY
72-R-0010,1485,LOUISIANA TECH UNIVERSITY,RUSTON,LA,RESEARCH FACILITY
72-R-0011,1447,XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0013,1391,NICHOLLS STATE UNIVERSITY,THIBODAUX,LA,RESEARCH FACILITY
72-R-0016,1486,LOYOLA UNIVERSITY,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0019,1492,BAROMEDICAL RESEARCH INSTITUTE,HARVEY,LA,RESEARCH FACILITY
72-R-0103,329626,BATON ROUGE COMMUNITY COLLEGE,BATON ROUGE,LA,RESEARCH FACILITY
72-R-0104,38681,ISG INC.,BOSSIER CITY,LA,RESEARCH FACILITY
14-F-0010,645,NATIONAL MARINE FISHERIES SERVICE AQUARIUM,WOODS HOLE,MA,FEDERAL RESEARCH FACILITY
14-R-0003,100,DANA-FARBER CANCER INSTITUTE,BOSTON,MA,RESEARCH FACILITY
14-R-0004,101,PINE ACRES RABBITRY/FARM,NORTON,MA,RESEARCH FACILITY
14-R-0010,106,THE SCHEPENS EYE RESEARCH INSTITUTE,BOSTON,MA,RESEARCH FACILITY
14-R-0014,108,GENERAL HOSPITAL CORPORATION,CHARLESTOWN,MA,RESEARCH FACILITY
14-R-0016,110,L C F FOUNDATION INC,BURLINGTON,MA,RESEARCH FACILITY
14-R-0017,112,BOSTON UNIVERSITY,BOSTON,MA,RESEARCH FACILITY
14-R-0018,114,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0019,107,HARVARD MEDICAL SCHOOL,BOSTON,MA,RESEARCH FACILITY
14-R-0020,117,CHILDRENS HOSPITAL BOSTON,BOSTON,MA,RESEARCH FACILITY
14-R-0021,118,NORTHEASTERN UNIVERSITY,BOSTON,MA,RESEARCH FACILITY
14-R-0022,119,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,RESEARCH FACILITY
14-R-0025,121,HOLYOKE COMMUNITY COLLEGE,HOLYOKE,MA,RESEARCH FACILITY
14-R-0027,123,CELLDEX THERAPEUTICS,NEEDHAM,MA,RESEARCH FACILITY
14-R-0029,125,NEW ENGLAND AQUARIUM,BOSTON,MA,RESEARCH FACILITY
14-R-0030,126,BRANDEIS UNIVERSITY,WALTHAM,MA,RESEARCH FACILITY
14-R-0031,127,SANOFI PASTEUR BIOLOGICS CO,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0035,130,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,RESEARCH FACILITY
14-R-0036,515,UNIVERSITY OF MASSACHUSETTS AMHERST,HADLEY,MA,RESEARCH FACILITY
14-R-0041,133,BECKER COLLEGE,WORCESTER,MA,RESEARCH FACILITY
14-R-0042,122,CYTOGEN RESEARCH & DEVELOPMENT INC,WEST ROXBURY,MA,RESEARCH FACILITY
14-R-0047,455,ARIAD PHARMACEUTICALS INC,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0061,136,SMITH COLLEGE,NORTHAMPTON,MA,RESEARCH FACILITY
14-R-0065,628,TUFTS UNIVERSITY,NORTH GRAFTON,MA,RESEARCH FACILITY
14-R-0066,721,EMBRYOTECH LABORATORIES INC,HAVERHILL,MA,RESEARCH FACILITY
14-R-0081,139,UNIVERSITY OF MASSACHUSETTS,LOWELL,MA,RESEARCH FACILITY
14-R-0082,140,TUFTS MEDICAL CENTER,BOSTON,MA,RESEARCH FACILITY
14-R-0084,141,TUFTS UNIVERSITY,BOSTON,MA,RESEARCH FACILITY
14-R-0090,134,MOUNT IDA COLLEGE,NEWTON,MA,RESEARCH FACILITY
14-R-0092,144,BRIGHAM AND WOMENS HOSPITAL,BOSTON,MA,RESEARCH FACILITY
14-R-0094,145,WELLESLEY COLLEGE,WELLESLEY,MA,RESEARCH FACILITY
14-R-0101,147,TOXIKON CORPORATION,BEDFORD,MA,RESEARCH FACILITY
14-R-0114,1792,MOUNT HOLYOKE COLLEGE,SOUTH HADLEY,MA,RESEARCH FACILITY
14-R-0119,143,MARINE BIOLOGICAL LABORATORY,WOODS HOLE,MA,RESEARCH FACILITY
14-R-0128,156,HARVARD UNIVERSITY,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0135,159,ABBVIE BIORESEARCH CENTER,WORCESTER,MA,RESEARCH FACILITY
14-R-0138,1664,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,RESEARCH FACILITY
14-R-0144,1799,CHARLES RIVER LABORATORIES INC,WILMINGTON,MA,RESEARCH FACILITY
14-R-0148,9446,DA VINCI BIOMEDICAL RESEARCH PRODUCTS INC,SOUTH LANCASTER,MA,RESEARCH FACILITY
14-R-0156,749,CAPRALOGICS INC,HARDWICK,MA,RESEARCH FACILITY
14-R-0157,14167,"CELL SIGNALING TECHNOLOGY, INC.",DANVERS,MA,RESEARCH FACILITY
14-R-0160,10943,TGA SCIENCES INC,MEDFORD,MA,RESEARCH FACILITY
14-R-0164,21373,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH INC,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0168,26617,BIOMODELS LLC,WATERTOWN,MA,RESEARCH FACILITY
14-R-0173,31312,MOMENTA PHARMACEUTICALS,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0177,151,WHEATON COLLEGE,NORTON,MA,RESEARCH FACILITY
14-R-0181,128,JOSLIN DIABETES CENTER INC,BOSTON,MA,RESEARCH FACILITY
14-R-0183,38804,CBSET INC,LEXINGTON,MA,RESEARCH FACILITY
14-R-0186,131,FORSYTH DENTAL INFIRMARY FOR CHILDREN,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0192,23918,BIOMEDICAL RESEARCH MODELS INC,WORCESTER,MA,RESEARCH FACILITY
14-R-0195,321736,E M D MILLIPORE CORPORATION,BURLINGTON,MA,RESEARCH FACILITY
14-R-0196,148,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,RESEARCH FACILITY
14-R-0200,40933,ACCURO FARMS INC,SOUTHBRIDGE,MA,RESEARCH FACILITY
14-R-0203,30932,TRANSMEDICS INC,ANDOVER,MA,RESEARCH FACILITY
14-R-0204,327248,AGILUX LABORATORIES,WORCESTER,MA,RESEARCH FACILITY
14-R-0207,330154,PERKIN ELMER INC,HOPKINTON,MA,RESEARCH FACILITY
14-R-0208,330562,STEPHEN PURDY D V M,BELCHERTOWN,MA,RESEARCH FACILITY
14-R-0209,331861,EISAI INC,ANDOVER,MA,RESEARCH FACILITY
14-R-0210,331982,LFB USA INC,FRAMINGHAM,MA,RESEARCH FACILITY
14-R-0211,333514,THE BROAD INSTITUTE,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0212,334730,MASSASOIT COMMUNITY COLLEGE,BROCKTON,MA,RESEARCH FACILITY
51-R-0006,81,THE JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,RESEARCH FACILITY
51-R-0009,83,MEDIMMUNE LLC,GAITHERSBURG,MD,RESEARCH FACILITY
51-R-0011,85,SINAI HOSPITAL OF BALTIMORE INC,BALTIMORE,MD,RESEARCH FACILITY
51-R-0018,89,UNIVERSITY OF MARYLAND BALTIMORE,BALTIMORE,MD,RESEARCH FACILITY
51-R-0020,90,SCHOOL OF HEALTH PROFESSIONS,BALTIMORE,MD,RESEARCH FACILITY
51-R-0031,532,WASHINGTON BIOTECHNOLOGY INC,SIMPSONVILLE,MD,RESEARCH FACILITY
51-R-0036,93,BIOQUAL INC,ROCKVILLE,MD,RESEARCH FACILITY
51-R-0046,745,THOMAS D MORRIS INC,REISTERSTOWN,MD,RESEARCH FACILITY
51-R-0050,513,BIOMEDICAL RESEARCH INSTITUTE,ROCKVILLE,MD,RESEARCH FACILITY
51-R-0072,84,MID-ATLANTIC STATES VETERINARY CLINIC,ANNAPOLIS,MD,RESEARCH FACILITY
51-R-0082,33766,BIO RELIANCE CORPORATION,ROCKVILLE,MD,RESEARCH FACILITY
51-R-0086,16889,FROSTBURG STATE UNIVERSITY,FROSTBURG,MD,RESEARCH FACILITY
51-R-0091,324796,SIGMOVIR BIOSYSTEMS INC,ROCKVILLE,MD,RESEARCH FACILITY
51-R-0092,13428,NOBLE LIFE SCIENCES INC,WOODBINE,MD,RESEARCH FACILITY
51-R-0093,325348,SO BRAN INC,BURTONSVILLE,MD,RESEARCH FACILITY
51-R-0095,91,UNIVERSITY OF MARYLAND COLLEGE PARK,COLLEGE PARK,MD,RESEARCH FACILITY
51-R-0096,43300,LOYOLA UNIVERSITY MARYLAND,BALTIMORE,MD,RESEARCH FACILITY
51-R-0097,329437,SMITHERS AVANZA TOXICOLOGY SERVICES LLC,GAITHERSBURG,MD,RESEARCH FACILITY
51-R-0099,86,TOWSON UNIVERSITY,BALTIMORE,MD,RESEARCH FACILITY
51-R-0100,332923,VRL MARYLAND LLC,GAITHERSBURG,MD,RESEARCH FACILITY
11-R-0002,71,MAINE MEDICAL CENTER,SCARBOROUGH,ME,RESEARCH FACILITY
11-R-0006,75,UNIVERSITY OF MAINE,ORONO,ME,RESEARCH FACILITY
11-R-0012,68,"BUSHOVER'S BIOLOGICALS, INC.",VASSALBORO,ME,RESEARCH FACILITY
11-R-0014,77,COLBY COLLEGE,WATERVILLE,ME,RESEARCH FACILITY
11-R-0015,78,DIAMED INC,WINDHAM,ME,RESEARCH FACILITY
11-R-0024,20676,CAPRICORN PRODUCTS LLC,PORTLAND,ME,RESEARCH FACILITY
11-R-0025,31083,UNIVERSITY OF NEW ENGLAND,BIDDEFORD,ME,RESEARCH FACILITY
11-R-0026,36939,UNIVERSITY OF SOUTHERN MAINE (USM),PORTLAND,ME,RESEARCH FACILITY
11-R-0027,39947,THOMAS WALSH,NORTH BERWICK,ME,RESEARCH FACILITY
11-R-0030,331430,BIODIVERSITY RESEARCH INSTITUTE,PORTLAND,ME,RESEARCH FACILITY
11-R-0031,332398,YORK COUNTY COMMUNITY COLLEGE,WELLS,ME,RESEARCH FACILITY
34-R-0001,109,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,RESEARCH FACILITY
34-R-0009,116,PROVIDENCE HOSPITAL,WARREN,MI,RESEARCH FACILITY
34-R-0014,120,WAYNE STATE UNIVERSITY,DETROIT,MI,RESEARCH FACILITY
34-R-0017,129,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,RESEARCH FACILITY
34-R-0027,197,EMERGENT BIODEFENSE OPERATIONS LANSING LLC,LANSING,MI,RESEARCH FACILITY
34-R-0031,696,MPI RESEARCH INC,MATTAWAN,MI,RESEARCH FACILITY
34-R-0035,199,HOPE COLLEGE,HOLLAND,MI,RESEARCH FACILITY
34-R-0037,200,WILLIAM BEAUMONT HOSPITAL,ROYAL OAK,MI,RESEARCH FACILITY
34-R-0038,201,OAKLAND UNIVERSITY,ROCHESTER,MI,RESEARCH FACILITY
34-R-0044,202,CENTRAL MICHIGAN UNIVERSITY,MOUNT PLEASANT,MI,RESEARCH FACILITY
34-R-0060,215,MACOMB COMMUNITY COLLEGE,CLINTON TOWNSHIP,MI,RESEARCH FACILITY
34-R-0121,424,NORTHERN MICHIGAN UNIVERSITY,MARQUETTE,MI,RESEARCH FACILITY
34-R-0142,423,MICHIGAN TECHNOLOGICAL UNIVERSITY,HOUGHTON,MI,RESEARCH FACILITY
34-R-0149,13477,GRAND VALLEY STATE UNIVERSITY,ALLENDALE,MI,RESEARCH FACILITY
34-R-0151,111,HENRY FORD HOSPITAL,DETROIT,MI,RESEARCH FACILITY
34-R-0155,10106,WEST MICHIGAN REGIONAL LABS,GRAND RAPIDS,MI,RESEARCH FACILITY
34-R-0157,321708,BAKER COLLEGE OF MUSKEGON,MUSKEGON,MI,RESEARCH FACILITY
34-R-0158,321707,BAKER COLLEGE OF CADILLAC,CADILLAC,MI,RESEARCH FACILITY
34-R-0159,321705,BAKER COLLEGE OF CLINTON TOWNSHIP,CLINTON TOWNSHIP,MI,RESEARCH FACILITY
34-R-0161,522,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,RESEARCH FACILITY
34-R-0162,14974,BAKER COLLEGE OF FLINT,FLINT,MI,RESEARCH FACILITY
34-R-0163,323045,ALBION COLLEGE,ALBION,MI,RESEARCH FACILITY
34-R-0165,42508,PHARMOPTIMA LLC,PORTAGE,MI,RESEARCH FACILITY
41-R-0003,559,HEALTH PARTNERS INSTITUTE,MINNEAPOLIS,MN,RESEARCH FACILITY
41-R-0005,547,UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MN,RESEARCH FACILITY
41-R-0006,542,MAYO CLINIC,ROCHESTER,MN,RESEARCH FACILITY
41-R-0008,561,3M COMPANY,SAINT PAUL,MN,RESEARCH FACILITY
41-R-0015,558,MEDTRONIC PHYSIOLOGICAL RESEARCH LABORATORIES,MINNEAPOLIS,MN,RESEARCH FACILITY
41-R-0022,552,GUIDENT A BOSTON SCIENTIFIC COMPANY,ARDEN HILLS,MN,RESEARCH FACILITY
41-R-0029,551,CHILDRENS HOSPITALS AND CLINICS OF MINNESOTA,SAINT PAUL,MN,RESEARCH FACILITY
41-R-0042,550,RIDGEWATER COLLEGE,WILLMAR,MN,RESEARCH FACILITY
41-R-0043,588,GUSTAVUS ADOLPHUS COLLEGE,SAINT PETER,MN,RESEARCH FACILITY
41-R-0052,1633,INSIGHT BIOMED INC,ISANTI,MN,RESEARCH FACILITY
41-R-0060,1816,CARLETON COLLEGE,NORTHFIELD,MN,RESEARCH FACILITY
41-R-0061,15690,WUXI APPTEC INC,SAINT PAUL,MN,RESEARCH FACILITY
41-R-0062,16195,ARGOSY UNIVERSITY-TWIN CITIES,EAGAN,MN,RESEARCH FACILITY
41-R-0063,19782,PHARMGATE BIOLOGICS INC,SAINT PAUL,MN,RESEARCH FACILITY
41-R-0064,19810,GLOBE UNIVERSITY,WOODBURY,MN,RESEARCH FACILITY
41-R-0065,21651,DULUTH BUSINESS UNIVERSITY,DULUTH,MN,RESEARCH FACILITY
41-R-0068,25077,MINNESOTA SCHOOL OF BUSINESS,WOODBURY,MN,RESEARCH FACILITY
41-R-0072,29637,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,ROCHESTER,MN,RESEARCH FACILITY
41-R-0074,34579,AMERICAN PRECLINICAL SERVICES LLC,MINNEAPOLIS,MN,RESEARCH FACILITY
41-R-0076,38803,SPRING POINT PROJECT,MINNEAPOLIS,MN,RESEARCH FACILITY
41-R-0078,44975,ST CLOUD STATE UNIVERSITY,SAINT CLOUD,MN,RESEARCH FACILITY
41-R-0082,591,HENNEPIN HEALTHCARE RESEARCH INSTITUTE,MINNEAPOLIS,MN,RESEARCH FACILITY
41-R-0083,328461,SAINT JOHNS UNIVERSITY COLLEGEVILLE,COLLEGEVILLE,MN,RESEARCH FACILITY
41-R-0085,326381,DATA SCIENCES INTERNATIONAL INC,NEW BRIGHTON,MN,RESEARCH FACILITY
41-R-0086,332789,RECOMBINETICS INC,SAINT PAUL,MN,RESEARCH FACILITY
43-R-0008,1444,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,RESEARCH FACILITY
43-R-0009,1399,M R I GLOBAL,KANSAS CITY,MO,RESEARCH FACILITY
43-R-0011,1507,ST LOUIS UNIVERSITY,SAINT LOUIS,MO,RESEARCH FACILITY
43-R-0012,1495,KIRKSVILLE COLLEGE OF OSTEOPATHIC MEDICINE,KIRKSVILLE,MO,RESEARCH FACILITY
43-R-0014,1415,BOEHRINGER INGELHEIM ANIMAL HEALTH USA INC,SAINT JOSEPH,MO,RESEARCH FACILITY
43-R-0015,1504,MERCY HOSPITALS EAST COMMUNITIES,SAINT LOUIS,MO,RESEARCH FACILITY
43-R-0030,1394,TRUMAN STATE UNIVERSITY,KIRKSVILLE,MO,RESEARCH FACILITY
43-R-0031,1425,C C D JEFFERSON COUNTY,HILLSBORO,MO,RESEARCH FACILITY
43-R-0048,1461,UNIVERSITY OF MISSOURI-COLUMBIA,COLUMBIA,MO,RESEARCH FACILITY
43-R-0051,1422,IMMVAC INC,COLUMBIA,MO,RESEARCH FACILITY
43-R-0052,1513,MISSOURI STATE UNIVERSITY,SPRINGFIELD,MO,RESEARCH FACILITY
43-R-0054,1445,NESTLE PURINA GLOBAL RESOURCES INC.,SAINT LOUIS,MO,RESEARCH FACILITY
43-R-0102,1381,N W MISSOURI STATE UNIVERSITY,MARYVILLE,MO,RESEARCH FACILITY
43-R-0105,1591,MISSOURI WESTERN STATE UNIVERSITY,SAINT JOSEPH,MO,RESEARCH FACILITY
43-R-0110,1675,EXCEL BIO PRODUCTS INC.,WASHBURN,MO,RESEARCH FACILITY
43-R-0115,16030,VATTEROTT EDUCATIONAL CENTERS INC.,BERKELEY,MO,RESEARCH FACILITY
43-R-0117,13318,PET FOOD SOLUTION INC.,AUXVASSE,MO,RESEARCH FACILITY
43-R-0118,37482,CROWDER COLLEGE,NEOSHO,MO,RESEARCH FACILITY
43-R-0119,39367,A F B INTERNATIONAL,SAINT CHARLES,MO,RESEARCH FACILITY
43-R-0122,45331,SINCLAIR RESEARCH CENTER LLC,AUXVASSE,MO,RESEARCH FACILITY
43-R-0124,323919,BROWN MACKIE COLLEGE ST LOUIS INC,FENTON,MO,RESEARCH FACILITY
43-R-0129,1463,UNIVERSITY OF MISSOURI-ST LOUIS,SAINT LOUIS,MO,RESEARCH FACILITY
65-R-0001,839,UNIVERSITY OF MISSISSIPPI,UNIVERSITY,MS,RESEARCH FACILITY
65-R-0002,837,MISSISSIPPI STATE UNIVERSITY,MISSISSIPPI STATE,MS,RESEARCH FACILITY
65-R-0102,844,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MS,RESEARCH FACILITY
65-R-0505,953,UNIVERSITY OF SOUTHERN MISSISSIPPI,HATTIESBURG,MS,RESEARCH FACILITY
65-R-0506,326536,HINDS COMMUNITY COLLEGE/VET TECH,RAYMOND,MS,RESEARCH FACILITY
81-R-0001,1067,UNIVERSITY OF MONTANA,MISSOULA,MT,RESEARCH FACILITY
81-R-0002,1069,MONTANA STATE UNIVERSITY,BOZEMAN,MT,RESEARCH FACILITY
55-R-0001,825,WAKE FOREST UNIVERSITY,WINSTON SALEM,NC,RESEARCH FACILITY
55-R-0003,863,DUKE UNIVERSITY,DURHAM,NC,RESEARCH FACILITY
55-R-0004,826,UNIVERSITY OF NORTH CAROLINA,CHAPEL HILL,NC,RESEARCH FACILITY
55-R-0005,842,NORTH CAROLINA STATE UNIVERSITY,RALEIGH,NC,RESEARCH FACILITY
55-R-0007,829,UNIVERSITY OF NORTH CAROLINA @ CHARLOTTE,CHARLOTTE,NC,RESEARCH FACILITY
55-R-0010,819,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,RESEARCH FACILITY
55-R-0013,821,GREER LABORATORIES INC,LENOIR,NC,RESEARCH FACILITY
55-R-0019,862,CENTRAL CAROLINA COMMUNITY COLLEGE,SANFORD,NC,RESEARCH FACILITY
